content_id,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
39554158227241500.00,O tênue equilíbrio da equipe que desenha produtos digitais,Chatbots: Are they better without the chat?,#FinTech is all about human-centred design - Chris Skinner's blog,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Transforming life insurance with design thinking
90383487344892200.00,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Combining Spring Boot and JDBI,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Microservices Architecture on Google App Engine
127799031949294000.00,Alecrim/AlecrimCoreData,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",What to Expect at WWDC 2016
139485217095648000.00,Top Programming Languages Trends: The Rise of Big Data,Test and deploy to Google App Engine with the new Maven and Gradle plugins,Gartner Reprint,Assessing Salesforce's platform and ecosystem | ZDNet,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
156889606517612000.00,AEM 6.1 Package Manager Metadata Files,WeChat's world,Acquia Engage Awards Finalists Announced,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Nintendo has doubled in value since Pokémon Go's release
279771472506428000.00,AI Is Here to Help You Write Emails People Will Actually Read,Algorithms and architecture for job recommendations,"Deep Learning for Chatbots, Part 1 - Introduction",Machine Learning Is No Longer Just for Experts,Machine Learning and the VP Debate
310515487419366000.00,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,The AI business landscape,Bad Writing Is Destroying Your Company's Productivity,Lilly Wachowski Makes First Public Appearance Since Coming Out as Transgender
319340024738595000.00,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",What to Expect at WWDC 2016,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Joel on Software,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday
357449794379078000.00,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Apple Releases First Preview of Swift 3.0 for Developers,Google may be considering Swift for use on Android,Alecrim/AlecrimCoreData,The End Of Apple Man
358192030955601000.00,Client-side ranking to more efficiently show people stories in feed,A identidade visual de Budapeste para as Olimpíadas de 2024,"Little girls doubt that women can be brilliant, study shows",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,O que é liderança? Liderança é fazer a diversidade funcionar.
372531153711028000.00,Using Honcho to Create a Multi-Process Docker Container,"Docker - Build, Ship, and Run Any App, Anywhere",Introduction to release engineering,The Continuous Delivery Maturity Model,"DevOps security requires new mindset and tools for visibility, automation"
374352050712569000.00,Chatbots: Are they better without the chat?,#FinTech is all about human-centred design - Chris Skinner's blog,Campus São Paulo: conheça a primeira turma do Programa de Residentes,Running GV sprints inside corporates - learn from my mistakes - Sprint Stories,Accenture amplia atuação no Brasil
400125073514833000.00,Workplace diversity in Brazil: there's still a long way to go,A minha viagem à Maternidade #tetodomundo,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,As expectativas das mulheres da Geração Y são muitas,Neural networks are inadvertently learning our language's hidden gender biases
428486625959995000.00,"Docker - Build, Ship, and Run Any App, Anywhere",Hacked Website Report - 2016/Q3,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,Banco desafia empreendedores e estudantes de tecnologia a buscarem inovação para processos | EXAME.com,Visa lança desafio para startups de tecnologia - Startupi
430255078684584000.00,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","Netflix says Geography, Age, and Gender are ""Garbage"" for Predicting Taste",Making open source data more available,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC
464601875539492000.00,Resenha - A Chegada,gotwarlost/istanbul,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Creating Compound Views on Android,"No Brasil, '25% dos celulares ainda são 'Burrofones'"
511891900317865000.00,How to Design a Walkthrough That Users Will Read,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack",Designing smart notifications,Up your app's sharing game with DirectShare - Google Developers,Alecrim/AlecrimCoreData
564282370384747000.00,The Difference Between Sympathy And Empathy - Expanded Consciousness,Promises | Web Fundamentals - Google Developers,What Science Tells Us About Leadership Potential,Top 15 Facebook Open Source Projects You Must Know,The five phases of migrating to Google Cloud Platform
569574447134368000.00,Build Quality In: The Key to Continuous Delivery in Kanban,Labelling automated builds on Docker Hub - Microscaling Systems,The Ten Commandments of Egoless Programming,Discutindo Devops na Prática,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
607684800821303000.00,"Elopar lança o ""Digio"", cartão para brigar com Nubank",Bradesco vai lançar novo banco digital: o Next.,Itaú é pioneiro do blockchain,Nubank pode fechar as portas se BC confirmar mudança amanhã,The Drive to Bank on Digital
621816023396605000.00,Text summarization with TensorFlow,Algorithms and architecture for job recommendations,The AI business landscape,Bad Writing Is Destroying Your Company's Productivity,5 reasons your employees aren't sharing their knowledge
623421554979899000.00,AEM 6.1 Package Manager Metadata Files,Announcing .NET Core 1.0,Client-side ranking to more efficiently show people stories in feed,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,Test and deploy to Google App Engine with the new Maven and Gradle plugins
660451400045043000.00,Why Deep Learning Is Suddenly Changing Your Life,How will bots make money? Here are 7 business models,This Super Accurate Portrait Selection Tech Uses Neural Networks,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Top 10 Intranet Trends of 2016
667643281369196000.00,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",How it feels to learn Javascript in 2016,Node.js Best Practices - How to Become a Better Developer in 2017 | @RisingStack,Google Cloud Platform's preemptible VMs are now up to 33% cheaper,Elastic Stack 5.0.0 Released
672199059798181000.00,Build Quality In: The Key to Continuous Delivery in Kanban,Mastering Bash and Terminal,Vision API - Image Content Analysis,Comparing React.js to Vue.js for dynamic tabular data,Discutindo Devops na Prática
734632752661830000.00,Google employees are adding 'Lady' to their job titles to fight sexism,9 Non-Threatening Leadership Strategies for Women,The AI business landscape,Making open source data more available,"Meet Bozoma Saint John, the Apple executive who stole the show at WWDC"
764116021156146000.00,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,Jury finds Google's implementation of Java in Android was fair use,Google employees are adding 'Lady' to their job titles to fight sexism,Front in BH 2016,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks"
809601605585939000.00,Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership,Microsoft's Open Source Love Affair Reaches New Heights,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,My experience with Google's Associate Android Developer Certification
817145340976958000.00,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,"Amazon open-sources its own deep learning software, DSSTNE",Google's Cloud Machine Learning service is now in public beta,Why Google App Engine rocks: A Google engineer's take,Google lags behind Amazon and Microsoft's cloud in one important area
834896074125772000.00,Ray Kurzweil: The world isn't getting worse - our information is getting better,Time to Re-Think Design Thinking,Itaú é pioneiro do blockchain,Nubank pode fechar as portas se BC confirmar mudança amanhã,The surprising truth about which countries lead in digital
880612740433495000.00,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Investimentos em coaching e mentoring aumentam nas empresas,Qual é o valor da área de T&D na sua empresa?,"Para neurociência, motivação não é fator principal em mudança de hábitos",How to augment your career with leadership coaching
882422233694040000.00,"Hello, TensorFlow!",Why Google App Engine rocks: A Google engineer's take,The AI business landscape,The return of the machinery question,"No, Apple isn't the next BlackBerry - it's the next Microsoft"
911037455259135000.00,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,1º Congresso Brasileiro de IoT - Embarcados,Nova pulseira tecnológica avisa se você já bebeu demais,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Google lança experimentos com inteligência artificial | Google Discovery
943818026930898000.00,Big IT Rising,An operating model for company-wide agile development,You won't recognize the new world of digital payments without this report,An operating model for company-wide agile development,Embracing Agile
957332268361319000.00,Criando ícones animados no Android,Hype Driven Development,Client-side ranking to more efficiently show people stories in feed,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart,Firebase Test Lab for Android
962287586799267000.00,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Google researchers teach AIs to see the important parts of images - and tell you about them,Machine Learning Is At The Very Peak Of Its Hype Cycle - ARC,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Using behavioral data to improve customer satisfaction
980458131533897000.00,Globo G1 lança Bot para o Telegram que te ajuda a estudar para o Enem,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre",Cordova iOS Performance Improvements: Drop-in Speed with WKWebView,Usando o git add interativo,Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória
991271693336573000.00,Introducing Ask a Female Engineer,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Burger King aceita pedidos via mensagens no Facebook - Startupi,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito
1005751836898960000.00,The AI business landscape,How Mark Zuckerberg Led Facebook's War to Crush Google Plus,Why Google App Engine rocks: A Google engineer's take,"Amazon open-sources its own deep learning software, DSSTNE",What the Google I/O schedule tells us about the future of Android
1012456848389050000.00,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Não existe frete grátis!,As compras e os hábitos dos brasileiros no shopping | EXAME.com,Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,Por que o Walmart não é Walmart no Brasil
1019706997674210000.00,StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Firebase Test Lab for Android,Firebase and Google Cloud: better together,It's The Future
1021466437456210000.00,Alecrim/AlecrimCoreData,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Joel on Software
1024145536490990000.00,Jeff Seguros: SEGUROS E GAMES,Ranking das maiores seguradoras da Europa - 2015 | Sonho Seguro,Transforming life insurance with design thinking,Liberty vai adotar telemetria e baratear seguro para bons motoristas,BDD Best Practices and Guidelines - Testing Excellence
1031060816592500000.00,A Googler analyzed a billion files to settle the programming dispute made famous by HBO's 'Silicon Valley',The technology behind preview photos,Testes unitários vs aceitação - Android Dev BR,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab,The Ten Commandments of Egoless Programming
1060159005880380000.00,How to finish 3D printed PLA objects,Samsung lança dispositivo para deixar carro conectado a partir de chip 4G - Link - Estadão,DBA BRASIL no INTEROPMIX 2016,Standing on the Shoulders of Giants - Built to Adapt,"CSP Is Dead, Long Live CSP! On the Insecurity of Whitelists and the Future of Content Security Policy"
1107739178195150000.00,How to finish 3D printed PLA objects,Lentes de contato inteligentes serão o wearable definitivo,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Laboratório da Disney cria robô que pula,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
1283472251609670000.00,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Para entender o Dia Internacional contra a Homofobia,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,The Genderbread Person v3 | It's Pronounced Metrosexual,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
1318981494172470000.00,"Google launches Springboard, an AI-powered assistant for its enterprise customers","Hello, a nova rede social do Orkut, está liberada no Brasil",Building more accessible technology,"Bots, Messenger and the future of customer service",Inbox by Gmail ganha formatação de texto | Google Discovery
1348739322889180000.00,Dries Buytaert,Who sponsors Drupal development? | Dries Buytaert,Johnson & Johnson compra líder global em dermocosméticos | EXAME.com,What Google AMP Means for Every Marketer,A nova sede da LEGO na Dinamarca é toda sobre colaboração
1356221992133850000.00,The Physical Web,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Mobile marketing statistics 2016,Can Accenture Take Over Advertising?,Chat Smarter with Allo
1379546145237380000.00,Kubernetes,Graph Capabilities with the Elastic Stack,Serverless Data Sync in Web Apps with Bit Torrent,JavaServer Faces 2.3 Quick Reference - DZone Java,Why Kubernetes may be a bigger threat to Amazon than Google's cloud - TechRepublic
1415230502586710000.00,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,The barbell effect of machine learning.,How enterprise architects can help ensure success with digital transformations,The Internet of Things is looking for its VisiCalc,Nintendo has doubled in value since Pokémon Go's release
1436883058900970000.00,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,6 exemplos de como usar computação cognitiva | EXAME.com,Quando usar paginação e quando usar scroll infinito?,Shopping app Spring's redesign could be a game-changer
1441248639512890000.00,Zuckerberg mostra em vídeo do que sua inteligência artificial 'Jarvis' é capaz,11 Internet of Things (IoT) Protocols You Need to Know About,Comercial japonês cria cidade de papel com caneta que conduz eletricidade,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,Par de alianças impede que seu parceiro assista Netflix sem você
1468327003955810000.00,StrictMode for Runtime Analysis on Android - Google Developers,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,The Importance of Code Reviews,Post: Just Say mNo to Hungarian Notation,Assista a entrevista de Linus Torvalds no TED legendada
1469580151036140000.00,Como testar exceções em Java com o JUnit - Code a Test,Concrete things you can do about your technical debt,Using DiffUtil in Android RecyclerView,When to make a Git Commit,Testes unitários vs aceitação - Android Dev BR
1549650080907930000.00,Google's Cloud Machine Learning service is now in public beta,Machine Learning Is No Longer Just for Experts,Scala is the new golden child,"The ""Joel Test"" for Data Science",Google cloud boss Diane Greene: We're winning against AWS and Microsoft
1561244083438770000.00,Build Quality In: The Key to Continuous Delivery in Kanban,Do You Suffer From Deployment Anxiety? - DZone DevOps,Mastering Bash and Terminal,Labelling automated builds on Docker Hub - Microscaling Systems,The Ten Commandments of Egoless Programming
1567984561327440000.00,Using DiffUtil in Android RecyclerView,Evernote anuncia integração com Google Drive | Google Discovery,Developing Android unit and instrumentation tests - Tutorial,"Fresco, sim! - Android Dev BR",The technology behind preview photos
1577045425286880000.00,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Burger King aceita pedidos via mensagens no Facebook - Startupi,1º Congresso Brasileiro de IoT - Embarcados,Nova pulseira tecnológica avisa se você já bebeu demais,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI
1580124381109620000.00,Mary Meeker's essential 2016 Internet Trends Report,The AI business landscape,The return of the machinery question,Par de alianças impede que seu parceiro assista Netflix sem você,Como a Microsoft está trabalhando com o conceito de IoT - Startupi
1639450243805660000.00,Build Quality In: The Key to Continuous Delivery in Kanban,Top 30 Commonly Confused Words in English,"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object",The real reasons you procrastinate - and how to stop,Tech in Brazil is booming despite the country's political troubles
1649085803937930000.00,The AI business landscape,Text summarization with TensorFlow,Touch (TV Series 2012-2013),Here's proof that Google is getting serious about battling Facebook in a key area,Como a Microsoft está trabalhando com o conceito de IoT - Startupi
1649752043999810000.00,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine",Mobify report reveals impact of mobile website speed,Things you probably didn't know you could do with Chrome's Developer Console,Não existe frete grátis!
1734266821019430000.00,WeChat's competitor to Slack has arrived,"How I built an app with 500,000 users in 5 days on a $100 server","Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Multi-Channel Marketing in 2015 - It's not rocket science.,Acquia Engage Awards Finalists Announced
1738052593226420000.00,Investimentos em coaching e mentoring aumentam nas empresas,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Cinco competências comportamentais para você ser um bom líder,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor
1768072794787280000.00,How to Create an Exponential Mindset,The surprising truth about which countries lead in digital,Transforming life insurance with design thinking,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,The new tech talent you need to succeed in digital
1768976290984300000.00,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,Dicas avançadas de ruby (capybara/cucumber),Microservices testing,The Broken Window Theory
1796618361228440000.00,StrictMode for Runtime Analysis on Android - Google Developers,Creating Compound Views on Android,Android Mobile Vision restores operation and adds Text API | Android Developers Blog,Firebase Test Lab for Android,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog"
1797761064772330000.00,Novas frentes de trabalho da Alelo vão de ações de fidelidade a novos meios de pagamento,6 exemplos de como usar computação cognitiva | EXAME.com,Liberty vai adotar telemetria e baratear seguro para bons motoristas,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons
1854874463930840000.00,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,#Sentaquelávemtextão,A minha viagem à Maternidade #tetodomundo,Susan Wojcicki on the Effectiveness of Empowering Ads on YouTube,As expectativas das mulheres da Geração Y são muitas
1862503310075240000.00,Mobile Time,Nubank e Goldman fecham parceria de R$ 200 milhões,The future of the shopping mall,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi
1873952032843870000.00,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,How to build cross-platform mobile apps using nothing more than a JSON markup,Spring Boot 1.5.1 released,Communication patterns in a Microservice world,Aplicações da Inteligência artificial | Endeavor Brasil
1878784080584930000.00,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts",Joel on Software,Ordering coffee in Italy: the 10 commandments,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,What to Expect at WWDC 2016
1881534532776520000.00,Google employees are adding 'Lady' to their job titles to fight sexism,"An independent organization just ranked Google as the best cloud, beating Amazon",A minha viagem à Maternidade #tetodomundo,Glamour Exclusive: President Obama On Feminism and The World He Wants to Leave His Daughters,Jury finds Google's implementation of Java in Android was fair use
1929674614667180000.00,Two Different Sales Motions . . . .,An operating model for company-wide agile development,Staying one step ahead at Pixar: An interview with Ed Catmull,7 Questions to Ask Before Your Next Digital Transformation,2 terrific #MarTech talks on the rise of AI in marketing - Chief Marketing Technologist
1990052153136090000.00,The Genderbread Person v3 | It's Pronounced Metrosexual,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito,Workplace diversity in Brazil: there's still a long way to go,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção"
1992928170409440000.00,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Olli: Artificial Intelligence for the real world of connected commuting,Advanced Android Espresso,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Creating value in auto finance with vLendRight | Kevin Moseri
2025471325746530000.00,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Serverless Architectures,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Angular 2 versus React: There Will Be Blood - Free Code Camp,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema
2048657552251060000.00,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Google acquires deep search engine Kifi to enhance its Spaces group chat app,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,The economic essentials of digital strategy,Goodbye accountants! Startup builds AI to automate all your accounting
2072448887839540000.00,Banking Needs a Customer Experience Wake-Up Call,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Confused by blockchains? Revolution vs Evolution,XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Mobile marketing statistics 2016
2103268612948910000.00,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Why Is Learning Drupal Hard?,Workplace diversity in Brazil: there's still a long way to go,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito
2106559900295320000.00,Anti-If: The missing patterns,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mobify report reveals impact of mobile website speed,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,"Why Performance Matters, Part 1: The Perception Of Time - Smashing Magazine"
2124033843135980000.00,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Branding é problema seu. E meu.,A identidade visual de Budapeste para as Olimpíadas de 2024,Chrome OS now has Material Design for the desktop,10 Multipurpose Material Design Themes to Make Your Projects 10 Times Better
2134259819148810000.00,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Não existe frete grátis!,As compras e os hábitos dos brasileiros no shopping | EXAME.com
2156244701966670000.00,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",Netflix emociona com vídeo destacando personagens LGBT,The Genderbread Person v3 | It's Pronounced Metrosexual,Workplace diversity in Brazil: there's still a long way to go
2229625391864200000.00,Top 5 Android Testing Frameworks with Examples,Resenha - A Chegada,"Espresso Intents: não é magia, é tecnologia! - Android Dev BR",Apenas US$ 59: Nintendo anuncia o relançamento do Nintendinho com 30 jogos na memória,Dicas avançadas de ruby (capybara/cucumber)
2259988589066290000.00,Can Accenture Take Over Advertising?,The need to lead in data and analytics,Accenture amplia atuação no Brasil,The surprising truth about which countries lead in digital,Mobile Time
2262656830196920000.00,Building Spring Cloud Microservices That Strangle Legacy Systems,"Incrível, Skype se lembrou que o Linux existe!",Combining Spring Boot and JDBI,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Firebase and Google Cloud: better together
2267321579404320000.00,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,The moment when you realize every server in the world is vulnerable - Free Code Camp,"What's new in Android: the N-Release, Virtual Reality, Android Studio 2.2 and more | Android Developers Blog",Olli: Artificial Intelligence for the real world of connected commuting,Mudanças na App Store podem não conquistar desenvolvedores | EXAME.com
2277184202014270000.00,Communication patterns in a Microservice world,Hype Driven Development,Arquitetura de Microserviços habilitando APIs - Sensedia,Programming by poking: why MIT stopped teaching SICP,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
2280365999288620000.00,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Chrome OS now has Material Design for the desktop,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",Using Microservices Architecture as API Enablement Strategy,Programming by poking: why MIT stopped teaching SICP
2285214528595990000.00,Introduction to release engineering,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Bayer anuncia compra da Monsanto por US$ 66 bilhões,Our password hashing has no clothes,Kubernetes
2321412363020240000.00,Investimentos em coaching e mentoring aumentam nas empresas,Qual é o valor da área de T&D na sua empresa?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us
2362495898257540000.00,Visa inaugura Co-Creation Center em São Paulo,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Python Is Not Java (dirtSimple.org),Firebase and Google Cloud: better together,Building interfaces with ConstraintLayout - Google Developers
2372438485070140000.00,"DevOps security requires new mindset and tools for visibility, automation",Using Honcho to Create a Multi-Process Docker Container,DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,"Docker - Build, Ship, and Run Any App, Anywhere",Monitoramento em tempo real com Elasticsearch e Kibana
2417383163258630000.00,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,You don't talk about refactoring club,"Netflix OSS, Spring Cloud, or Kubernetes? How About All of Them!",The Netflix Tech Blog: Netflix Billing Migration to AWS
2468005329717100000.00,Machine Learning Is No Longer Just for Experts,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations,"Google, Amazon and the upcoming battle over AI Assistants",6 reasons why I like KeystoneML
2495913984359430000.00,StrictMode for Runtime Analysis on Android - Google Developers,"Fresco, sim! - Android Dev BR",Firebase Test Lab for Android,The Importance of Code Reviews,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog"
2508620055362300000.00,Testes unitários vs aceitação - Android Dev BR,Listas com RecyclerView - Android Dev BR,Firebase Test Lab for Android,Sam Newman - Backends For Frontends,My favorite people and resources to learn Android programming from
2543311963908570000.00,Combining Spring Boot and JDBI,"Enterprises fighting back, Spring Boot is the best, and other SpringOne Platform takeaways",My favorite people and resources to learn Android programming from,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Advanced Android Espresso
2555983212310140000.00,Learning How to Learn: The Most Important Developer Skill - Free Code Camp,Angular 2 versus React: There Will Be Blood - Free Code Camp,Google segue Microsoft e lança ferramenta analítica grátis,The Continuous Delivery Maturity Model,Java Tools and Technologies Landscape Report 2016 | zeroturnaround.com
2581138407738450000.00,"What do you mean by ""Event-Driven""?",The Broken Window Theory,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Cloud Native Part 1: Definition,Beyond Progressive Web Apps Part 1
2589533162305400000.00,"Feather: A Fast On-Disk Format for Data Frames for R and Python, powered by Apache Arrow",Machine Learning Is No Longer Just for Experts,Google's Cloud Machine Learning service is now in public beta,Algorithms and architecture for job recommendations,How Netflix does A/B Testing - uxdesign.cc - User Experience Design
2601622077116440000.00,Apple Releases First Preview of Swift 3.0 for Developers,WWDC 2016 preview: How to watch &amp; what to expect at Apple's event on Monday,Ordering coffee in Italy: the 10 commandments,"AWS vs Packet.net Why we left AWS Benchmarking AWS's Network, Disk, and CPU Performance - Tiingo Thoughts","If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks"
2602221055863890000.00,Startups apostam em aplicativos que conectam fretes e caminhoneiros,Conselho da SABMiller aceita proposta de compra da AB InBev,Gartner Reprint,Top Asset Tracking Software: The 52 Best Tools and Software Solutions to Track Your Company's Vital Physical Assets,"Vale reverte prejuízo e tem lucro de R$ 1,8 bilhão no 3º trimestre"
2607211459879790000.00,The five phases of migrating to Google Cloud Platform,CSS Containment in Chrome 52 | Web Updates - Google Developers,The Java 8 API Design Principles,Berners-Lee quer criar outra Web,Docker 1.12: Now with Built-in Orchestration!
2625883933130360000.00,The AI business landscape,The barbell effect of machine learning.,"Hello, TensorFlow!",Wide & Deep Learning: Better Together with TensorFlow,Funcionários do mês no CoolHow: os Slackbots - CoolHow Creative Lab
2633209697262370000.00,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Mobify report reveals impact of mobile website speed,Não existe frete grátis!,"Don't Start Big, Start a Little Snowball"
